epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,127.021,1.07735,0.69007,1.12414,0.91748,0.65854,0.79718,0.47343,1.49199,1.13481,1.32602,0.000665057,0.000665057,0.000665057
29,131.01,1.08309,0.65847,1.08274,0.91816,0.63415,0.7746,0.44905,1.52224,1.18597,1.3386,0.000636762,0.000636762,0.000636762
30,135.007,0.97807,0.63902,1.03805,0.84505,0.58537,0.72774,0.40103,1.60806,1.38708,1.39247,0.000608468,0.000608468,0.000608468
31,138.997,0.99673,0.60032,1.0505,0.90446,0.58537,0.74663,0.39699,1.64931,1.31775,1.40333,0.000580174,0.000580174,0.000580174
32,143.295,1.0214,0.64207,1.06889,0.93513,0.70327,0.81084,0.4438,1.56885,1.05261,1.33774,0.00055188,0.00055188,0.00055188
33,147.374,0.98701,0.63337,1.05036,0.9674,0.72403,0.81072,0.45143,1.53748,0.99144,1.32308,0.000523586,0.000523586,0.000523586
34,151.406,0.99896,0.61253,1.06063,0.97906,0.70732,0.84643,0.47616,1.52735,0.96441,1.32345,0.000495291,0.000495291,0.000495291
35,155.401,0.96423,0.59632,1.04421,0.87462,0.73171,0.85248,0.47895,1.49896,0.94678,1.3019,0.000466997,0.000466997,0.000466997
36,159.398,0.9858,0.60346,1.04153,0.92044,0.73171,0.86649,0.50887,1.48525,0.90747,1.29103,0.000438703,0.000438703,0.000438703
37,163.412,0.99449,0.60394,1.04841,0.95231,0.70732,0.8655,0.50895,1.49058,0.91431,1.29548,0.000410409,0.000410409,0.000410409
38,167.426,0.94657,0.56551,1.05818,0.84839,0.81904,0.87671,0.52979,1.42951,0.88146,1.27021,0.000382115,0.000382115,0.000382115
39,173.272,0.883,0.53525,1.0116,0.96025,0.73171,0.87478,0.53797,1.42422,0.89018,1.26419,0.00035382,0.00035382,0.00035382
40,184.651,0.94321,0.59253,1.04858,0.98027,0.73171,0.8583,0.54951,1.43624,0.86004,1.27026,0.000325526,0.000325526,0.000325526
41,266.463,0.87046,0.50317,1.01203,0.97813,0.73171,0.8651,0.52917,1.45846,0.86017,1.28133,0.000297232,0.000297232,0.000297232
42,270.502,0.85512,0.48571,0.99631,0.9851,0.73171,0.85079,0.51848,1.45204,0.86819,1.2833,0.000268938,0.000268938,0.000268938
43,274.626,0.84344,0.48799,0.98425,0.99645,0.73171,0.84205,0.51275,1.43727,0.88542,1.27257,0.000240644,0.000240644,0.000240644
44,278.635,0.80879,0.45893,1.00282,0.8422,0.78049,0.83878,0.50147,1.44525,0.91855,1.27411,0.000212349,0.000212349,0.000212349
45,282.599,0.77451,0.45794,0.97923,0.86772,0.80004,0.84225,0.50601,1.46428,0.89848,1.28688,0.000184055,0.000184055,0.000184055
46,286.599,0.80655,0.47342,0.9931,0.84677,0.80879,0.87103,0.50332,1.46398,0.84279,1.27846,0.000155761,0.000155761,0.000155761
47,290.583,0.75665,0.42722,0.95572,0.85842,0.82927,0.87798,0.51778,1.45551,0.80279,1.27287,0.000127467,0.000127467,0.000127467
48,294.794,0.73674,0.42514,0.95743,0.96869,0.75476,0.88703,0.52168,1.44697,0.77799,1.2729,9.91726e-05,9.91726e-05,9.91726e-05
49,298.902,0.74308,0.43082,0.95286,1,0.77417,0.90009,0.53093,1.4521,0.78301,1.27467,7.08784e-05,7.08784e-05,7.08784e-05
50,302.809,0.771,0.42569,0.96624,0.95908,0.78049,0.90189,0.52858,1.45583,0.78143,1.27549,4.25842e-05,4.25842e-05,4.25842e-05
